OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,up_jesRelativeStatHF,0,0.8,1.6,100.0,10000.0,0.3329138290504098,1.1,1.224052796374815
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,-15.0,0.0,0.9460893356523211
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.0,0.01,0.9460893356523211
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.01,0.03,-4755.70042407284*(x-0.01)*(x-0.01)*(x-0.01)-72.49332445104955*(x-0.01)*(x-0.01)+12.611355484325818*(x-0.01)+0.9460893356523211
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.03,0.05,-2762.6225483860912*(x-0.03)*(x-0.03)*(x-0.03)-17.24087348332789*(x-0.03)*(x-0.03)+4.004781997396429*(x-0.03)+1.1312735121658348
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.05,0.0774332199919393,1745.6199072396153*(x-0.05000000000000001)*(x-0.05000000000000001)*(x-0.05000000000000001)-97.16463310723415*(x-0.05000000000000001)*(x-0.05000000000000001)+0.0*(x-0.05000000000000001)+1.1823718223333435
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.0774332199919393,0.1518250115935768,84.5854833919467*(x-0.07743321999193933)*(x-0.07743321999193933)*(x-0.07743321999193933)-7.038962745090913*(x-0.07743321999193933)*(x-0.07743321999193933)-1.3899134566376012*(x-0.07743321999193933)+1.1452871180995243
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.1518250115935768,0.4545305267015868,2.9459202953309713*(x-0.1518250115935768)*(x-0.1518250115935768)*(x-0.1518250115935768)+0.13389642931353082*(x-0.1518250115935768)*(x-0.1518250115935768)-1.0328721753273764*(x-0.1518250115935768)+1.037757747473923
shape,iterativefit,up_jesRelativeStatHF,0,1.6,2.5,100.0,10000.0,0.4545305267015868,1.1,0.8190819337658894
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,-15.0,0.0,1.2974319084844346
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.0,0.066599580862017,1.2974319084844346
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.066599580862017,0.2096583294052101,-0.26580987308850973*(x-0.06659958086201709)*(x-0.06659958086201709)*(x-0.06659958086201709)-0.15605394984299*(x-0.06659958086201709)*(x-0.06659958086201709)+0.0*(x-0.06659958086201709)+1.2974319084844346
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.2096583294052101,0.2803507729481821,251.49211392101907*(x-0.20965832940521018)*(x-0.20965832940521018)*(x-0.20965832940521018)-35.415584198105876*(x-0.20965832940521018)*(x-0.20965832940521018)-0.06096980505505445*(x-0.20965832940521018)+1.2934598972175966
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.2803507729481821,0.3602312067912084,157.6829129682049*(x-0.28035077294818217)*(x-0.28035077294818217)*(x-0.28035077294818217)-12.46728642687623*(x-0.28035077294818217)*(x-0.28035077294818217)-1.2977618305301426*(x-0.28035077294818217)+1.201010307727441
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.3602312067912084,0.450189178139259,-29.993889829519592*(x-0.36023120679120846)*(x-0.36023120679120846)*(x-0.36023120679120846)+4.057058685947085*(x-0.36023120679120846)*(x-0.36023120679120846)-0.27107733521649263*(x-0.36023120679120846)+1.098164429021293
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.450189178139259,0.5506295967015832,306.51554171010054*(x-0.450189178139259)*(x-0.450189178139259)*(x-0.450189178139259)-44.83913483422262*(x-0.450189178139259)*(x-0.450189178139259)-0.26931875347416956*(x-0.450189178139259)+1.0847754247605281
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.5506295967015832,0.6513117857397415,-39.35280878598013*(x-0.5506295967015832)*(x-0.5506295967015832)*(x-0.5506295967015832)+5.943190400058822*(x-0.5506295967015832)*(x-0.5506295967015832)+0.0*(x-0.5506295967015832)+0.9159585514826717
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.6513117857397415,0.7519753734103348,28.790812140805425*(x-0.6513117857397415)*(x-0.6513117857397415)*(x-0.6513117857397415)-4.701350804432577*(x-0.6513117857397415)*(x-0.6513117857397415)+0.0*(x-0.6513117857397415)+0.9360404000567564
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.7519753734103348,0.8523561003932966,-6.484153082658613*(x-0.7519753734103348)*(x-0.7519753734103348)*(x-0.7519753734103348)+0.9190388532497902*(x-0.7519753734103348)*(x-0.7519753734103348)-0.07128414276129857*(x-0.7519753734103348)+0.9177686508841828
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.8523561003932966,0.9707762693228696,27.62580255928223*(x-0.8523561003932966)*(x-0.8523561003932966)*(x-0.8523561003932966)-10.784999141648605*(x-0.8523561003932966)*(x-0.8523561003932966)-0.08278519372860475*(x-0.8523561003932966)+0.9133151029683689
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,20.0,30.0,0.9707762693228696,1.1,0.7981466700348204
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,-15.0,0.0,1.3538962887878063
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.0,0.0728158401427542,1.3538962887878063
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.0728158401427542,0.2295713384061966,2.119429278195923*(x-0.07281584014275425)*(x-0.07281584014275425)*(x-0.07281584014275425)+3.290467039558667*(x-0.07281584014275425)*(x-0.07281584014275425)-1.9910093697352098*(x-0.07281584014275425)+1.3538962887878063
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.2295713384061966,0.2998960530018505,-35.49557818131228*(x-0.2295713384061966)*(x-0.2295713384061966)*(x-0.2295713384061966)+5.378362004148868*(x-0.2295713384061966)*(x-0.2295713384061966)-0.8031741004830805*(x-0.2295713384061966)+1.1308126254651394
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.2998960530018505,0.3798778118507887,-3.7030650786916444*(x-0.29989605300185057)*(x-0.29989605300185057)*(x-0.29989605300185057)+0.6191190748472721*(x-0.29989605300185057)*(x-0.29989605300185057)-0.5733476733689613*(x-0.29989605300185057)+1.0885834758700197
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.3798778118507887,0.4602251914007015,44.68421022568554*(x-0.3798778118507887)*(x-0.3798778118507887)*(x-0.3798778118507887)-3.563784677969296*(x-0.3798778118507887)*(x-0.3798778118507887)-0.5453776383685294*(x-0.3798778118507887)+1.0447920031647897
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.4602251914007015,0.5507426836263217,8.784435144476562*(x-0.4602251914007015)*(x-0.4602251914007015)*(x-0.4602251914007015)+0.20289889427121144*(x-0.4602251914007015)*(x-0.4602251914007015)-0.25265540307081163*(x-0.4602251914007015)+1.0011432506585527
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.5507426836263217,0.6515393608848095,-72.68128294401086*(x-0.5507426836263217)*(x-0.5507426836263217)*(x-0.5507426836263217)+10.98904772946044*(x-0.5507426836263217)*(x-0.5507426836263217)+0.0*(x-0.5507426836263217)+0.9864509067122784
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.6515393608848095,0.7527470496724625,87.98814300286558*(x-0.6515393608848095)*(x-0.6515393608848095)*(x-0.6515393608848095)-14.134064546977113*(x-0.6515393608848095)*(x-0.6515393608848095)+0.0*(x-0.6515393608848095)+1.0236670390016627
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.7527470496724625,0.8529935639278858,-13.214403550766725*(x-0.7527470496724625)*(x-0.7527470496724625)*(x-0.7527470496724625)+1.9706854633960047*(x-0.7527470496724625)*(x-0.7527470496724625)-0.15716535027142792*(x-0.7527470496724625)+0.9701065349051953
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.8529935639278858,0.9765014867470356,15.17472007527599*(x-0.8529935639278858)*(x-0.8529935639278858)*(x-0.8529935639278858)-6.736197609577115*(x-0.8529935639278858)*(x-0.8529935639278858)-0.16044569239646578*(x-0.8529935639278858)+0.9608430203585617
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,30.0,50.0,0.9765014867470356,1.1,0.8668607600688675
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,-15.0,0.0,1.3571587786194481
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.0,0.0796267701494604,1.3571587786194481
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.0796267701494604,0.2599033459659911,2.2784499138696863*(x-0.07962677014946044)*(x-0.07962677014946044)*(x-0.07962677014946044)+3.032223729589301*(x-0.07962677014946044)*(x-0.07962677014946044)-2.0558948880315073*(x-0.07962677014946044)+1.3571587786194481
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.2599033459659911,0.3399447776603769,52.3458168491561*(x-0.2599033459659911)*(x-0.2599033459659911)*(x-0.2599033459659911)-1.6719902561445128*(x-0.2599033459659911)*(x-0.2599033459659911)-0.7404706341019262*(x-0.2599033459659911)+1.098424545080424
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.3399447776603769,0.4305298927464422,-0.2446549829133297*(x-0.33994477766037695)*(x-0.33994477766037695)*(x-0.33994477766037695)+0.033670178607039004*(x-0.33994477766037695)*(x-0.33994477766037695)-0.002046656366374191*(x-0.33994477766037695)+1.0552871114404856
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.4305298927464422,0.5312633864845013,89.26280016283911*(x-0.4305298927464422)*(x-0.4305298927464422)*(x-0.4305298927464422)-13.477855821936796*(x-0.4305298927464422)*(x-0.4305298927464422)-0.001969291436534457*(x-0.4305298927464422)+1.0551961462554635
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.5312633864845013,0.6315946038132183,-16.94682914480339*(x-0.5312633864845013)*(x-0.5312633864845013)*(x-0.5312633864845013)+2.550443996939856*(x-0.5312633864845013)*(x-0.5312633864845013)+0.0*(x-0.5312633864845013)+1.009476232500589
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.6315946038132183,0.7214985553264648,133.1368666218083*(x-0.6315946038132183)*(x-0.6315946038132183)*(x-0.6315946038132183)-17.954295602088926*(x-0.6315946038132183)*(x-0.6315946038132183)+0.0*(x-0.6315946038132183)+1.0180341225056528
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.7214985553264648,0.8019142694504137,-152.67620450493106*(x-0.7214985553264648)*(x-0.7214985553264648)*(x-0.7214985553264648)+18.416349022497137*(x-0.7214985553264648)*(x-0.7214985553264648)+0.0*(x-0.7214985553264648)+0.9696609381440862
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.8019142694504137,0.8835365597457054,99.76422276652096*(x-0.8019142694504137)*(x-0.8019142694504137)*(x-0.8019142694504137)-16.042866594743863*(x-0.8019142694504137)*(x-0.8019142694504137)+0.0*(x-0.8019142694504137)+1.009358526893723
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.8835365597457054,0.9817243968916752,0.1914981142678303*(x-0.8835365597457054)*(x-0.8835365597457054)*(x-0.8835365597457054)+0.18287765659251748*(x-0.8835365597457054)*(x-0.8835365597457054)-0.6249639308481053*(x-0.8835365597457054)+0.9567279450570476
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,50.0,70.0,0.9817243968916752,1.1,0.8973084595594666
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,-15.0,0.0,1.3857642065245148
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.0,0.0721529024685998,1.3857642065245148
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.0721529024685998,0.2395858774863915,18.8385657129311*(x-0.07215290246859986)*(x-0.07215290246859986)*(x-0.07215290246859986)+2.8761535485017102*(x-0.07215290246859986)*(x-0.07215290246859986)-2.5810042609167714*(x-0.07215290246859986)+1.3857642065245148
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.2395858774863915,0.3296341455790709,-3.9904841082961418*(x-0.23958587748639157)*(x-0.23958587748639157)*(x-0.23958587748639157)+0.5248699323677218*(x-0.23958587748639157)*(x-0.23958587748639157)-0.03352855651546786*(x-0.23958587748639157)+1.122672635436373
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.3296341455790709,0.430040042528151,249.52913810689134*(x-0.3296341455790709)*(x-0.3296341455790709)*(x-0.3296341455790709)-37.40165403599624*(x-0.3296341455790709)*(x-0.3296341455790709)-0.036074102521646854*(x-0.3296341455790709)+1.1209957089473461
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.430040042528151,0.5313355986215491,-62.39995173923311*(x-0.43004004252815103)*(x-0.43004004252815103)*(x-0.43004004252815103)+9.48125671744023*(x-0.43004004252815103)*(x-0.43004004252815103)+0.0*(x-0.43004004252815103)+0.992894691926305
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.5313355986215491,0.6312117089042629,111.31430499677764*(x-0.5313355986215491)*(x-0.5313355986215491)*(x-0.5313355986215491)-16.676459702852704*(x-0.5313355986215491)*(x-0.5313355986215491)+0.0*(x-0.5313355986215491)+1.0253230856330495
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.6312117089042629,0.7325727910965852,-94.55258586164024*(x-0.6312117089042629)*(x-0.6312117089042629)*(x-0.6312117089042629)+14.375928640527494*(x-0.6312117089042629)*(x-0.6312117089042629)+0.0*(x-0.6312117089042629)+0.9698725374282872
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.7325727910965852,0.8217813503854019,94.02234672964016*(x-0.7325727910965852)*(x-0.7325727910965852)*(x-0.7325727910965852)-12.58139713905717*(x-0.7325727910965852)*(x-0.7325727910965852)+0.0*(x-0.7325727910965852)+1.0191056316117277
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.8217813503854019,0.9048280921253412,-35.71393236627713*(x-0.8217813503854019)*(x-0.8217813503854019)*(x-0.8217813503854019)+4.448888576609808*(x-0.8217813503854019)*(x-0.8217813503854019)+0.0*(x-0.8217813503854019)+0.9857306782251045
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.9048280921253412,0.9849986052684884,86.343163582577*(x-0.9048280921253411)*(x-0.9048280921253411)*(x-0.9048280921253411)-22.00974843868642*(x-0.9048280921253411)*(x-0.9048280921253411)+0.0*(x-0.9048280921253411)+0.9959583190996942
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,70.0,100.0,0.9849986052684884,1.1,0.8989857943910221
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,-15.0,0.0,1.4314118580232937
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.0,0.0717003567774229,1.4314118580232937
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.0717003567774229,0.2490319098541831,2.6671116571173825*(x-0.07170035677742297)*(x-0.07170035677742297)*(x-0.07170035677742297)-2.2352837305675894*(x-0.07170035677742297)*(x-0.07170035677742297)-0.9957738299414587*(x-0.07170035677742297)+1.4314118580232937
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.2490319098541831,0.3498035983117909,202.8432141843835*(x-0.24903190985418316)*(x-0.24903190985418316)*(x-0.24903190985418316)-23.035463903811966*(x-0.24903190985418316)*(x-0.24903190985418316)-1.5369326830765144*(x-0.24903190985418316)+1.1994109567859637
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.3498035983117909,0.4503754174091297,-55.03516169486676*(x-0.3498035983117909)*(x-0.3498035983117909)*(x-0.3498035983117909)+8.30247948895339*(x-0.3498035983117909)*(x-0.3498035983117909)+0.0*(x-0.3498035983117909)+1.0181835567565074
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.4503754174091297,0.5509867442824141,22.068403630172437*(x-0.4503754174091297)*(x-0.4503754174091297)*(x-0.4503754174091297)-4.840737108446691*(x-0.4503754174091297)*(x-0.4503754174091297)+0.0*(x-0.4503754174091297)+1.0461758943816555
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.5509867442824141,0.6515785388884241,29.637970884661932*(x-0.5509867442824141)*(x-0.5509867442824141)*(x-0.5509867442824141)-3.525651374604096*(x-0.5509867442824141)*(x-0.5509867442824141)-0.30389451098463294*(x-0.5509867442824141)+1.0196504728205775
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.6515785388884241,0.7415887545653719,2.882819681474495*(x-0.6515785388884241)*(x-0.6515785388884241)*(x-0.6515785388884241)+0.24127964556720005*(x-0.6515785388884241)*(x-0.6515785388884241)-0.1135036880097712*(x-0.6515785388884241)+0.9835734165109314
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.7415887545653719,0.8216193512981557,-1.2344820905037457*(x-0.7415887545653719)*(x-0.7415887545653719)*(x-0.7415887545653719)+0.14819450753842378*(x-0.7415887545653719)*(x-0.7415887545653719)+0.0*(x-0.7415887545653719)+0.9774140251605253
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.8216193512981557,0.9051417355960296,0.005428557513109087*(x-0.8216193512981557)*(x-0.8216193512981557)*(x-0.8216193512981557)-0.10948786402742397*(x-0.8216193512981557)*(x-0.8216193512981557)+0.0*(x-0.8216193512981557)+0.9777304153171318
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.9051417355960296,0.9850183014991716,75.0491394089819*(x-0.9051417355960296)*(x-0.9051417355960296)*(x-0.9051417355960296)-17.83091164413032*(x-0.9051417355960296)*(x-0.9051417355960296)-0.018175766243242727*(x-0.9051417355960296)+0.9769697921727991
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,100.0,140.0,0.9850183014991716,1.1,0.8999995910916939
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,-15.0,0.0,1.7191398670742994
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.0,0.0734576274474682,1.7191398670742994
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.0734576274474682,0.2495600397435786,42.68513184935813*(x-0.0734576274474682)*(x-0.0734576274474682)*(x-0.0734576274474682)+5.817724684132482*(x-0.0734576274474682)*(x-0.0734576274474682)-6.0220112364371925*(x-0.0734576274474682)+1.7191398670742994
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.2495600397435786,0.348890008463926,-0.1732214091479315*(x-0.24956003974357863)*(x-0.24956003974357863)*(x-0.24956003974357863)+0.025052966404624444*(x-0.24956003974357863)*(x-0.24956003974357863)-0.0017189735839203363*(x-0.24956003974357863)+1.0721850331143687
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.348890008463926,0.4508131799764808,180.22232910188703*(x-0.34889000846392604)*(x-0.34889000846392604)*(x-0.34889000846392604)-27.544077435563345*(x-0.34889000846392604)*(x-0.34889000846392604)-0.0018691901613047874*(x-0.34889000846392604)+1.0720917084051176
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.4508131799764808,0.5503264765827687,-8.019002606270048*(x-0.4508131799764808)*(x-0.4508131799764808)*(x-0.4508131799764808)+1.6809505488140286*(x-0.4508131799764808)*(x-0.4508131799764808)+0.0*(x-0.4508131799764808)+0.9765856840185152
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.5503264765827687,0.6515956418825019,-11.404794110310899*(x-0.5503264765827687)*(x-0.5503264765827687)*(x-0.5503264765827687)+1.2568676064273518*(x-0.5503264765827687)*(x-0.5503264765827687)+0.09631980974209303*(x-0.5503264765827687)+0.9853294775520497
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.6515956418825019,0.7420065648011234,253.86284471421234*(x-0.6515956418825019)*(x-0.6515956418825019)*(x-0.6515956418825019)-34.42796112803795*(x-0.6515956418825019)*(x-0.6515956418825019)+0.0*(x-0.6515956418825019)+0.9961288737592121
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.7420065648011234,0.8217816218923059,-165.1785834220191*(x-0.7420065648011234)*(x-0.7420065648011234)*(x-0.7420065648011234)+19.765696384098334*(x-0.7420065648011234)*(x-0.7420065648011234)+0.0*(x-0.7420065648011234)+0.9023226066092277
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.8217816218923059,0.9055113661006396,121.94543274897606*(x-0.8217816218923059)*(x-0.8217816218923059)*(x-0.8217816218923059)-16.80309111503032*(x-0.8217816218923059)*(x-0.8217816218923059)+0.0*(x-0.8217816218923059)+0.9442526307660813
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.9055113661006396,0.9848279200216096,11.861182432414608*(x-0.9055113661006396)*(x-0.9055113661006396)*(x-0.9055113661006396)+0.15897843406728923*(x-0.9055113661006396)*(x-0.9055113661006396)-0.24907945706087015*(x-0.9055113661006396)+0.8980338683960444
shape,iterativefit,down_jesRelativeStatHF,5,0.0,2.5,140.0,10000.0,0.9848279200216096,1.1,0.8851965028472077
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,-15.0,0.0,0.8857631166458244
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.0,0.01,0.8857631166458244
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.01,0.03,-11589.063720866074*(x-0.01)*(x-0.01)*(x-0.01)+3.2998467943434906*(x-0.01)*(x-0.01)+13.774882593265543*(x-0.01)+0.8857631166458244
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.03,0.0570602116613245,4225.659605679389*(x-0.03)*(x-0.03)*(x-0.03)-171.52086500758998*(x-0.03)*(x-0.03)+0.0*(x-0.03)+1.0698681974619442
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.0570602116613245,0.1032767813337435,-1425.7774721049268*(x-0.05706021166132451)*(x-0.05706021166132451)*(x-0.05706021166132451)+121.19591294221271*(x-0.05706021166132451)*(x-0.05706021166132451)+0.0*(x-0.05706021166132451)+1.0280025239731163
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.1032767813337435,0.2006739736414984,-110.37774278632341*(x-0.10327678133374353)*(x-0.10327678133374353)*(x-0.10327678133374353)+6.600375677385977*(x-0.10327678133374353)*(x-0.10327678133374353)+2.0662593746549534*(x-0.10327678133374353)+1.1461246618267344
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.2006739736414984,0.4551977902343577,0.2666391068357743*(x-0.2006739736414984)*(x-0.2006739736414984)*(x-0.2006739736414984)-0.5158567875723904*(x-0.2006739736414984)*(x-0.2006739736414984)+0.2107751343798686*(x-0.2006739736414984)+1.3080037283776744
shape,iterativefit,down_jesRelativeStatHF,0,0.0,0.8,20.0,30.0,0.4551977902343577,1.1,1.3326291138288422
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,-15.0,0.0,0.942234909817051
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.0,0.01,0.942234909817051
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.01,0.0369539831996928,-1262.8901971101452*(x-0.01)*(x-0.01)*(x-0.01)-55.4027968501285*(x-0.01)*(x-0.01)+5.739186499898869*(x-0.01)+0.942234909817051
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.0369539831996928,0.076662677355228,3341.1654342275265*(x-0.03695398319969288)*(x-0.03695398319969288)*(x-0.03695398319969288)-199.00997452618023*(x-0.03695398319969288)*(x-0.03695398319969288)+0.0*(x-0.03695398319969288)+1.0319471723451707
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.076662677355228,0.1310929248535079,-1968.3598600924408*(x-0.07666267735522808)*(x-0.07666267735522808)*(x-0.07666267735522808)+178.3258808416447*(x-0.07666267735522808)*(x-0.07666267735522808)+0.0*(x-0.07666267735522808)+0.9273488304940624
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.1310929248535079,0.2413828521850323,25.20621288100599*(x-0.13109292485350799)*(x-0.13109292485350799)*(x-0.13109292485350799)-9.525717644980109*(x-0.13109292485350799)*(x-0.13109292485350799)+1.9179487591784745*(x-0.13109292485350799)+1.138252805538057
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.2413828521850323,0.4966364396524813,-3.5719116920443414*(x-0.24138285218503233)*(x-0.24138285218503233)*(x-0.24138285218503233)-0.03212143356380402*(x-0.24138285218503233)*(x-0.24138285218503233)+0.7365824896341578*(x-0.24138285218503233)+1.2677291105690651
shape,iterativefit,down_jesRelativeStatHF,0,0.8,1.6,20.0,30.0,0.4966364396524813,1.1,1.3942475005866526
shape,iterativefit,down_jesRelativeStatHF,0,1.6,2.5,20.0,30.0,-15.0,0.0,0.9690597300453663
shape,iterativefit,down_jesRelativeStatHF,0,1.6,2.5,20.0,30.0,0.0,0.0194049959335901,0.9690597300453663
shape,iterativefit,down_jesRelativeStatHF,0,1.6,2.5,20.0,30.0,0.0194049959335901,0.0576607664198214,-43.619019496601204*(x-0.01940499593359019)*(x-0.01940499593359019)*(x-0.01940499593359019)+5.006037596089269*(x-0.01940499593359019)*(x-0.01940499593359019)-0.191509825321436*(x-0.01940499593359019)+0.9690597300453663
shape,iterativefit,down_jesRelativeStatHF,0,1.6,2.5,20.0,30.0,0.0576607664198214,0.0976770956580056,-1332.592388435964*(x-0.057660766419821465)*(x-0.057660766419821465)*(x-0.057660766419821465)+102.94376067824524*(x-0.057660766419821465)*(x-0.057660766419821465)+0.0*(x-0.057660766419821465)+0.966617611404248
shape,iterativefit,down_jesRelativeStatHF,0,1.6,2.5,20.0,30.0,0.0976770956580056,0.1524097148034673,-190.83162285705225*(x-0.09767709565800563)*(x-0.09767709565800563)*(x-0.09767709565800563)+7.875856778213208*(x-0.09767709565800563)*(x-0.09767709565800563)+1.8371958577158336*(x-0.09767709565800563)+1.0460717308398915
shape,iterativefit,down_jesRelativeStatHF,0,1.6,2.5,20.0,30.0,0.1524097148034673,0.2621531676340816,34.45414993416008*(x-0.15240971480346735)*(x-0.15240971480346735)*(x-0.15240971480346735)-6.869609701499904*(x-0.15240971480346735)*(x-0.15240971480346735)+0.9843286485482567*(x-0.15240971480346735)+1.1389308486202783
